start	end	text
5465706	5483904	lo sto utilizzando in pratica all'interno del costruttore e lo sto utilizzando come tipo di parametro da passare però il template andrebbe anche sul costruttore allora quel template lì vale per le proprietà della classe
5484446	5489751	Se tu vuoi usarlo così nel costruttore devi scrivere un'altra volta a template per il costruttore.
5490091	5493974	Nì, nel senso che ti dico subito.
5494194	5501841	Il problema, ecco, in effetti questo lo dovete provare, perché... No, un problema per vota, un problema per vota.
5502442	5506925	Poi chiariamo, è giusto quello che hai detto, però ti faccio allontare una cosa.
5507126	5511710	Quindi, qui il nuovo tipo lo sto utilizzando
5512737	5519082	come parametro da passare al prossimitore.
5519142	5529570	La magia avverrà nel main, nel senso che è il main che vuole lavorare con gli interi, quindi deve specializzare.
5530590	5535674	Vecchia classe, nuovo tipo, parentesi tonda,
5538046	5561033	il parametro, in questo caso gli sto chiedendo di passare un intero quindi quella T verrà specializzata in intero se ci fosse stato un float avremmo aggiunto un float, se ci fosse stata una stringa avremmo aggiunto una stringa, è chiaro?
5562182	5564864	Ok, per adesso ci perdiamo, perché c'è un intervallo.
5565164	5567865	La cosa che dice di te che è chiusa, sai quando?
5571107	5571887	L'implementazione.
5571947	5573768	L'implementazione separata.
5573869	5577430	Se la tieni nella classe, lui si tira dietro.
5579211	5579392	Si?
5579452	5580572	Ok, ok, ho capito.
5580612	5586836	Quando la metti fuori, tu fai separati, che lì ti crea problemi, che ci metti lo stesso.
5586876	5589897	No, no, ma anche se lo stesso fai, in realtà, quando fai le classi
5592106	5595567	Le classi template, tu le devi per forza fare sullo stesso file.
5596747	5600168	Perché se le fai su un altro file, vuol dire che tu le stai già a specialità.
5600508	5602169	No, magari se è fuori della classe.
5602189	5606390	Sì, l'importante è che, cioè, sarei di chiare all'interno del file.
5606770	5607210	Scusate?
5607711	5609791	No, all'interno della classe.
5609951	5613492	Esatto, all'interno della classe.
5613732	5614953	Non dà problemi.
5615253	5618034	Senti, puoi essere sullo stesso file.
5618054	5619074	Sì, devi dare piedi.
